Equipo Local,Goles,Ataque,Medio,Defensa,Goles_Acumulados,Equipo Visitante,Goles.1,Ataque.1,Medio.1,Defensa.1,Goles_Acumulados.1,Día,Hora,Jornada,Resultado,cod_est,tmin,tmed,tmax,prec,presmin,presmax,velmedia,rachaviento
Deportivo de La Coruña,2,77,77,76,33,Málaga,0,77,77,76,36,2017-04-15,13:00,32,2,1387,"10,9","13,2","15,4","0,0","1015,5","1018,2","3,6","12,2"
Sporting de Gijón,2,75,73,73,32,Real Madrid,3,88,86,86,83,2017-04-15,16:15,32,0,1207U,"11,2","12,9","14,6","8,6","1019,1","1022,9","1,4","6,1"
Atlético de Madrid,3,84,82,84,56,Osasuna,0,75,73,73,32,2017-04-15,18:30,32,2,3195,"13,5","20,2","27,0","0,0","939,8","943,7","1,7","8,9"
Barcelona,3,92,85,83,88,Real Sociedad,2,79,78,76,46,2017-04-15,20:45,32,2,0076,"14,2","16,8","19,3","0,2","1016,3","1020,6","4,2","7,8"
Leganés,0,74,76,75,26,Espanyol,1,78,77,76,43,2017-04-16,12:00,32,0,3195,"11,0","18,5","26,0","0,0","941,0","945,3","1,9","8,1"
Valencia,0,78,79,79,47,Sevilla,0,80,81,80,56,2017-04-16,16:15,32,1,8414A,"10,6","16,2","21,8","0,0","1011,7","1016,1","3,1","9,2"
Betis,2,79,76,74,33,Eibar,0,78,77,76,52,2017-04-16,18:30,32,2,5783,"13,5","21,0","28,5","0,0","1013,1","1016,1","3,1","7,8"
Granada,0,78,73,72,27,Celta de Vigo,3,79,79,78,46,2017-04-16,20:45,32,0,5530E,"8,4","19,4","30,3","0,0","951,8","954,6","1,9","8,9"
Alavés,2,73,76,75,29,Villarreal,1,79,81,79,45,2017-04-17,20:45,32,2,9091R,"2,6","12,0","21,4","0,0","959,0","962,5","3,9","11,7"
Sevilla,2,80,81,80,56,Granada,0,78,73,72,27,2017-04-21,21:00,33,2,5783,"14,9","19,8","24,6","0,0","1012,2","1017,0","6,9","15,0"
Málaga,2,77,77,76,36,Valencia,0,78,79,79,47,2017-04-22,13:00,33,2,6156X,"14,8","17,8","20,7","0,0","1012,7","1018,0","3,3","9,4"
Villarreal,2,79,81,79,46,Leganés,1,74,76,75,26,2017-04-22,16:15,33,2,8500A,"7,4","13,6","19,9","0,0","1016,1","1023,8","2,2","7,8"
Osasuna,2,75,73,73,32,Sporting de Gijón,2,75,73,73,34,2017-04-22,18:30,33,1,9263D,"1,9","12,6","23,3","0,0","965,9","973,0","0,8",-
Espanyol,0,78,77,76,44,Atlético de Madrid,1,84,82,84,59,2017-04-22,20:45,33,0,0076,"8,5","13,3","18,1","0,0","1019,7","1028,3","7,2","13,3"
Real Sociedad,1,79,78,76,48,Deportivo de La Coruña,0,77,77,76,35,2017-04-23,12:00,33,2,1014A,"9,0","14,0","19,0","0,0","1016,4","1019,1","1,7","6,7"
Celta de Vigo,0,79,79,78,49,Betis,1,79,76,74,35,2017-04-23,16:15,33,0,1495,"11,3","17,3","23,3","0,0","985,2","988,1","2,5","8,9"
Las Palmas,1,77,79,76,51,Alavés,1,73,76,75,31,2017-04-23,18:30,33,1,C659M,"18,6","20,6","22,6","0,2","1008,5","1011,1","3,3","8,6"
Real Madrid,2,88,86,86,86,Barcelona,3,92,85,83,91,2017-04-23,20:45,33,0,3195,"10,9","18,4","26,0","0,0","937,8","942,3","0,8","4,7"
Eibar,0,78,77,76,52,Athletic Club,1,80,81,79,45,2017-04-24,20:45,33,0,1050J,"5,7","12,9","20,1","0,1","997,9","1002,8","2,2","8,9"
Sporting de Gijón,1,75,73,73,36,Espanyol,1,78,77,76,44,2017-04-25,19:30,34,1,1207U,"8,0","11,1","14,2","26,8","1007,3","1013,1","0,8","11,9"
Granada,0,78,73,72,27,Málaga,2,77,77,76,38,2017-04-25,20:30,34,0,5530E,"10,8","18,8","26,7","0,0","943,4","948,4","4,2","12,5"
Atlético de Madrid,0,84,82,84,60,Villarreal,1,79,81,79,48,2017-04-25,21:30,34,0,3195,"12,9","18,0","23,2","0,0","929,6","935,7","2,5","14,7"
Barcelona,7,92,85,83,94,Osasuna,1,75,73,73,34,2017-04-26,19:30,34,2,0076,"11,7","14,2","16,6","24,9","1005,0","1011,9","6,1","15,0"
Valencia,2,78,79,79,47,Real Sociedad,3,79,78,76,49,2017-04-26,20:30,34,0,8414A,"13,0","16,7","20,4","14,4","997,6","1004,1","5,6","10,3"
Leganés,3,74,76,75,27,Las Palmas,0,77,79,76,52,2017-04-26,20:30,34,2,3195,"6,3","13,4","20,5","0,2","929,9","932,6","1,7","13,1"
Deportivo de La Coruña,2,77,77,76,35,Real Madrid,6,88,86,86,88,2017-04-26,21:30,34,0,1387,"8,0","12,0","16,0","0,2","1008,9","1011,6","5,8","15,3"
Alavés,0,73,76,75,32,Eibar,0,78,77,76,52,2017-04-27,19:30,34,1,9091R,"-1,9","4,4","10,7","0,5","956,1","961,9","4,4","12,8"
Sevilla,2,80,81,80,58,Celta de Vigo,1,79,79,78,49,2017-04-27,20:30,34,2,5783,"14,9","19,4","23,9","35,2","1005,2","1007,3","2,2","7,2"
Athletic Club,2,80,81,79,46,Betis,1,79,76,74,36,2017-04-27,21:30,34,2,1082,"1,0","7,0","12,9","0,5","1013,3","1018,8","1,9","9,7"
Villarreal,3,79,81,79,49,Sporting de Gijón,1,75,73,73,37,2017-04-28,20:45,35,2,8500A,"8,7","13,2","17,6","0,0","1011,4","1013,3","2,5","7,2"
Real Sociedad,2,79,78,76,52,Granada,1,78,73,72,27,2017-04-29,13:00,35,2,1014A,"4,7","13,6","22,5","0,0","1004,3","1015,6","3,6","13,9"
Real Madrid,2,88,86,86,94,Valencia,1,78,79,79,49,2017-04-29,16:15,35,2,3195,"7,8","10,1","12,4","4,5","933,1","937,3","0,6","6,1"
Las Palmas,0,77,79,76,52,Atlético de Madrid,5,84,82,84,60,2017-04-29,18:30,35,0,C659M,"18,8","21,8","24,7","21,6","1003,5","1014,4","1,1","6,7"
Espanyol,0,78,77,76,45,Barcelona,3,92,85,83,101,2017-04-29,20:45,35,0,0076,"7,8","12,8","17,7",Ip,"1013,2","1017,0","6,1","10,3"
Osasuna,2,75,73,73,35,Deportivo de La Coruña,2,77,77,76,37,2017-04-30,12:00,35,1,9263D,"2,0","8,7","15,4","14,0","952,2","963,1","6,7","20,6"
Betis,1,79,76,74,37,Alavés,4,73,76,75,32,2017-04-30,16:15,35,0,5783,"11,3","16,0","20,6","0,0","1010,9","1015,9","5,0","13,3"
Eibar,2,78,77,76,52,Leganés,0,74,76,75,30,2017-04-30,18:30,35,2,1050J,"4,9","10,4","16,0","11,9","987,7","1001,5","1,7","14,7"
Celta de Vigo,0,79,79,78,50,Athletic Club,3,80,81,79,48,2017-04-30,20:45,35,0,1495,"5,4","8,9","12,4","2,6","973,4","989,1","5,8","18,6"
Málaga,4,77,77,76,40,Sevilla,2,80,81,80,60,2017-05-01,21:00,35,2,6156X,"13,7","18,8","23,9","0,0","1011,6","1015,5","4,2","10,0"
Sevilla,1,80,81,80,62,Real Sociedad,1,79,78,76,54,2017-05-05,21:00,36,1,5783,"16,0","19,8","23,5","1,3","1005,5","1013,3","6,7","15,3"
Sporting de Gijón,1,75,73,73,38,Las Palmas,0,77,79,76,52,2017-05-06,13:00,36,2,1207U,"7,4","13,6","19,8","0,0","1006,3","1018,3","1,9","8,1"
Atlético de Madrid,1,84,82,84,65,Eibar,0,78,77,76,54,2017-05-06,16:15,36,2,3195,"9,5","15,6","21,6","0,0","937,0","943,3","1,7","8,3"
Barcelona,4,92,85,83,104,Villarreal,1,79,81,79,52,2017-05-06,18:30,36,2,0076,"15,4","21,0","26,6","0,0","1008,7","1019,8","8,1","15,3"
Granada,0,78,73,72,28,Real Madrid,4,88,86,86,96,2017-05-06,20:45,36,0,5530E,"7,9","17,7","27,5","0,0","950,6","953,6","1,4","8,9"
Alavés,1,73,76,75,36,Athletic Club,0,80,81,79,51,2017-05-07,12:00,36,2,9091R,"3,9","13,0","22,2","0,0","961,4","964,0","3,3","9,2"
Valencia,4,78,79,79,50,Osasuna,1,75,73,73,37,2017-05-07,16:15,36,2,8414A,"11,3","18,2","25,1","0,0","1010,3","1013,6","3,1","9,7"
Deportivo de La Coruña,1,77,77,76,39,Espanyol,2,78,77,76,45,2017-05-07,18:30,36,0,1387,"14,9","19,2","23,4","0,0","1010,6","1014,2","2,2","8,3"
Málaga,3,77,77,76,44,Celta de Vigo,0,79,79,78,50,2017-05-07,20:45,36,2,6156X,"14,1","19,9","25,7","0,0","1011,8","1013,9","2,5","6,4"
Leganés,4,74,76,75,30,Betis,0,79,76,74,38,2017-05-08,20:45,36,2,3195,"14,7","21,8","28,8","0,0","935,2","942,7","1,4","8,3"
Espanyol,0,78,77,76,47,Valencia,1,78,79,79,54,2017-05-13,16:00,37,0,0076,"15,4","20,7","26,0","0,0","1009,9","1018,8","6,7","13,3"
Osasuna,2,75,73,73,38,Granada,1,78,73,72,28,2017-05-13,18:30,37,2,9263D,"9,4","15,8","22,2",Ip,"959,3","967,4","2,5","9,2"
Alavés,3,73,76,75,37,Celta de Vigo,1,79,79,78,50,2017-05-14,16:00,37,2,9091R,"7,8","16,6","25,4","0,0","961,0","967,1","5,3","11,4"
Betis,1,79,76,74,38,Atlético de Madrid,1,84,82,84,66,2017-05-14,20:00,37,1,5783,"13,4","20,6","27,8","0,0","1018,4","1021,5","0,8","6,7"
Eibar,0,78,77,76,54,Sporting de Gijón,1,75,73,73,39,2017-05-14,20:00,37,0,1050J,"9,1","15,8","22,4","0,0","1005,8","1012,9","1,7","6,9"
Las Palmas,1,77,79,76,52,Barcelona,4,92,85,83,108,2017-05-14,20:00,37,0,C659M,"20,2","22,4","24,5","0,0","1012,8","1015,7","2,2","7,5"
Villarreal,0,79,81,79,53,Deportivo de La Coruña,0,77,77,76,40,2017-05-14,20:00,37,1,8500A,"16,3","21,6","27,0","0,0","1013,9","1021,2","2,8","6,7"
Athletic Club,1,80,81,79,51,Leganés,1,74,76,75,34,2017-05-14,20:00,37,1,1082,"10,5","19,0","27,5","0,0","1014,6","1020,8","1,9","7,8"
Real Madrid,4,88,86,86,100,Sevilla,1,80,81,80,63,2017-05-14,20:00,37,2,3195,"10,8","17,0","23,2","0,0","944,4","948,6","1,4","7,2"
Real Sociedad,2,79,78,76,55,Málaga,2,77,77,76,47,2017-05-14,20:00,37,1,1014A,"13,4","18,0","22,5","0,0","1017,7","1025,2","2,5","6,7"
Granada,1,78,73,72,29,Espanyol,2,78,77,76,47,2017-05-19,20:45,38,0,5530E,"6,6","18,6","30,6","0,0","950,9","954,3","3,6","9,2"
Sporting de Gijón,2,75,73,73,40,Betis,2,79,76,74,39,2017-05-20,17:00,38,1,1207U,"11,7","15,5","19,3","0,0","1017,0","1021,5","2,5","8,3"
Deportivo de La Coruña,3,77,77,76,40,Las Palmas,0,77,79,76,53,2017-05-20,19:00,38,2,1387,"12,7","15,1","17,5","0,0","1010,0","1017,5","3,6","10,0"
Leganés,1,74,76,75,35,Alavés,1,73,76,75,40,2017-05-20,19:00,38,1,3195,"11,4","19,0","26,7","0,0","942,0","946,0","1,1","4,4"
Sevilla,5,80,81,80,64,Osasuna,0,75,73,73,40,2017-05-20,21:00,38,2,5783,"13,6","23,6","33,5","0,0","1010,4","1015,1","5,0","12,5"
Atlético de Madrid,3,84,82,84,67,Athletic Club,1,80,81,79,52,2017-05-21,16:45,38,2,3195,"16,1","21,4","26,7","0,0","938,3","943,9","2,8","8,9"
Valencia,1,78,79,79,55,Villarreal,3,79,81,79,53,2017-05-21,16:45,38,0,8414A,"12,9","18,6","24,2",Ip,"1009,8","1016,9","2,8","7,8"
Celta de Vigo,2,79,79,78,51,Real Sociedad,2,79,78,76,57,2017-05-21,16:45,38,1,1495,"14,6","21,4","28,2","0,0","981,0","986,0","1,4","12,8"
Málaga,0,77,77,76,49,Real Madrid,2,88,86,86,104,2017-05-21,20:00,38,0,6156X,"16,3","21,2","26,0","0,0","1010,4","1015,2","2,2","6,4"
Barcelona,4,92,85,83,112,Eibar,2,78,77,76,54,2017-05-21,20:00,38,2,0076,"14,4","18,6","22,7","0,0","1017,6","1024,1","5,0","10,8"
