Equipo Local,Goles,Ataque,Medio,Defensa,Goles_Acumulados,Equipo Visitante,Goles.1,Ataque.1,Medio.1,Defensa.1,Goles_Acumulados.1,Día,Hora,Jornada,Resultado,cod_est,tmin,tmed,tmax,prec,presmin,presmax,velmedia,rachaviento
Real Sociedad,3,80,78,76,28,Sevilla,1,80,80,79,19,2017-12-20,21:30,17,2,1014A,3.5,6.8,10.1,0.0,1035.7,1039.1,1.4,4.2
Eibar,4,77,78,75,18,Girona,1,79,76,75,20,2017-12-21,19:30,17,2,1037Y,4.0,7.4,10.8,0.0,986.3,989.1,0.6,6.9
Alavés,1,77,75,74,12,Málaga,0,75,75,75,13,2017-12-21,21:30,17,2,9091R,0.5,6.5,12.5,0.0,976.4,979.5,2.8,7.8
Betis,0,79,79,76,25,Athletic Club,2,81,79,78,16,2017-12-22,19:30,17,0,5783,3.3,10.3,17.3,0.0,1029.2,1035.1,1.1,4.7
Espanyol,1,79,78,76,13,Atlético de Madrid,0,85,82,83,25,2017-12-22,21:30,17,2,0076,7.2,11.6,16.1,0.0,1029.8,1033.8,4.2,9.7
Deportivo de La Coruña,1,79,77,77,18,Celta de Vigo,3,78,78,78,27,2017-12-23,13:00,17,0,1387,8.0,10.8,13.6,0.0,1024.6,1031.1,2.2,6.7
Valencia,0,80,80,80,36,Villarreal,1,79,79,80,23,2017-12-23,16:15,17,0,8414A,2.8,9.0,15.1,0.0,1025.5,1028.8,0.6,7.2
Real Madrid,0,86,86,86,33,Barcelona,3,93,84,84,42,2017-12-23,18:30,17,0,3195,2.5,7.6,12.7,0.0,953.8,955.7,2.8,8.3
Las Palmas,1,77,74,75,13,Eibar,2,77,78,75,22,2018-01-06,13:00,18,0,C659M,15.5,17.3,19.1,1.3,1006.5,1011.3,5.3,14.2
Valencia,2,80,80,80,36,Girona,1,79,76,75,21,2018-01-06,16:15,18,2,8414A,4.7,9.1,13.5,6.8,987.3,998.8,5.6,15.3
Sevilla,3,80,80,79,20,Betis,5,79,79,76,25,2018-01-06,18:30,18,0,5783,6.9,10.1,13.3,0.6,996.8,1001.4,3.3,15.0
Atlético de Madrid,2,85,82,83,25,Getafe,0,75,74,75,22,2018-01-06,20:45,18,2,3195,2.0,4.0,6.1,20.6,920.0,926.1,2.5,10.8
Barcelona,3,93,84,84,45,Levante,0,75,76,75,15,2018-01-07,12:00,18,2,0076,6.7,11.2,15.8,6.8,998.5,1007.8,3.3,13.3
Villarreal,1,79,79,80,24,Deportivo de La Coruña,1,79,77,77,19,2018-01-07,16:15,18,1,8500A,5.3,9.4,13.5,0.2,990.7,1003.0,1.1,5.3
Leganés,1,74,75,74,13,Real Sociedad,0,80,78,76,31,2018-01-07,18:30,18,2,3195,1.6,3.3,5.0,3.1,919.5,929.5,2.8,7.5
Celta de Vigo,2,78,78,78,30,Real Madrid,2,86,86,86,33,2018-01-07,18:30,18,1,1495,1.5,5.5,9.5,0.0,975.1,977.0,4.7,12.8
Athletic Club,2,81,79,78,18,Alavés,0,77,75,74,13,2018-01-07,20:45,18,2,1082,4.5,7.2,9.9,0.2,995.0,1004.7,1.9,10.3
Málaga,0,75,75,75,13,Espanyol,1,79,78,76,14,2018-01-08,21:00,18,0,6156X,6.1,7.8,9.6,20.0,1002.5,1012.8,1.9,9.2
Getafe,1,75,74,75,22,Málaga,0,75,75,75,13,2018-01-12,21:00,19,2,3195,-0.3,3.8,7.9,0.0,944.3,947.8,1.7,6.4
Girona,6,79,76,75,22,Las Palmas,0,77,74,75,14,2018-01-13,13:00,19,2,0367,-3.4,4.8,12.9,4.3,998.9,1006.8,4.4,12.8
Deportivo de La Coruña,1,79,77,77,20,Valencia,2,80,80,80,38,2018-01-13,16:15,19,0,1387,7.8,9.6,11.5,14.4,1006.1,1010.7,2.5,11.7
Real Madrid,0,86,86,86,35,Villarreal,1,79,79,80,25,2018-01-13,18:30,19,0,3195,2.4,4.0,5.6,6.0,939.0,944.5,1.1,7.2
Eibar,0,77,78,75,24,Atlético de Madrid,1,85,82,83,27,2018-01-13,20:45,19,0,1037Y,4.9,7.5,10.1,21.6,963.2,968.4,2.8,15.3
Alavés,1,77,75,74,13,Sevilla,0,80,80,79,23,2018-01-14,12:00,19,2,9091R,2.0,4.4,6.9,0.9,955.9,963.3,3.6,7.2
Espanyol,1,79,78,76,15,Athletic Club,1,81,79,78,20,2018-01-14,16:15,19,1,0076,6.5,9.4,12.2,0.0,1012.9,1020.5,3.3,10.8
Levante,0,75,76,75,15,Celta de Vigo,1,78,78,78,32,2018-01-14,18:30,19,0,8414A,3.7,8.6,13.6,0.0,1009.1,1014.2,3.6,10.3
Real Sociedad,2,80,78,76,31,Barcelona,4,93,84,84,48,2018-01-14,20:45,19,0,1014A,6.8,8.0,9.1,21.5,1014.6,1022.5,4.4,9.2
Betis,3,79,79,76,30,Leganés,2,74,75,74,14,2018-01-15,21:00,19,2,5783,2.9,8.6,14.2,0.05,1018.7,1027.7,2.5,8.9
Getafe,2,75,74,75,23,Athletic Club,2,81,79,78,21,2018-01-19,21:00,20,1,3195,3.0,8.9,14.8,0.0,942.0,947.4,1.4,5.3
Atlético de Madrid,1,85,82,83,28,Girona,1,79,76,75,28,2018-01-20,13:00,20,1,3195,3.8,7.9,12.0,0.0,947.2,949.6,1.9,7.8
Las Palmas,2,77,74,75,14,Valencia,1,80,80,80,40,2018-01-20,16:15,20,2,C659M,17.3,18.6,19.9,0.0,1016.4,1019.9,2.2,7.2
Villarreal,2,79,79,80,26,Levante,1,75,76,75,15,2018-01-20,18:30,20,2,8500A,9.1,14.0,18.8,0.0,1013.7,1018.7,3.1,9.7
Espanyol,0,79,78,76,16,Sevilla,3,80,80,79,23,2018-01-20,20:45,20,0,0076,5.9,11.2,16.6,0.0,1015.2,1022.0,6.7,13.3
Real Madrid,7,86,86,86,35,Deportivo de La Coruña,1,79,77,77,21,2018-01-21,12:00,20,2,3195,5.8,11.0,16.2,0.0,949.6,951.8,1.1,8.3
Betis,0,79,79,76,33,Barcelona,5,93,84,84,52,2018-01-21,16:15,20,0,5783,4.1,11.2,18.3,0.05,1025.3,1028.7,0.8,4.7
Real Sociedad,1,80,78,76,33,Celta de Vigo,2,78,78,78,33,2018-01-21,18:30,20,0,1014A,13.0,13.9,14.8,8.0,1024.5,1028.7,2.8,15.0
Alavés,2,77,75,74,14,Leganés,2,74,75,74,16,2018-01-21,20:45,20,1,9091R,3.3,9.1,14.9,0.1,965.4,969.2,2.5,8.9
Eibar,1,77,78,75,24,Málaga,1,75,75,75,13,2018-01-22,21:00,20,1,1037Y,9.1,11.7,14.3,4.0,976.5,978.5,1.4,7.2
Athletic Club,1,81,79,78,23,Eibar,1,77,78,75,25,2018-01-26,21:00,21,1,1082,6.4,9.2,11.9,22.3,1016.0,1026.2,1.9,16.1
Deportivo de La Coruña,2,79,77,77,22,Levante,2,75,76,75,16,2018-01-27,13:00,21,1,1387,8.3,10.3,12.3,0.8,1026.7,1029.0,0.8,7.8
Valencia,1,80,80,80,41,Real Madrid,4,86,86,86,42,2018-01-27,16:15,21,0,8414A,4.1,9.4,14.8,3.6,1015.3,1022.5,3.3,15.3
Málaga,0,75,75,75,14,Girona,0,79,76,75,29,2018-01-27,18:30,21,1,6156X,7.2,11.6,16.1,4.9,1019.6,1022.6,3.1,11.4
Villarreal,4,79,79,80,28,Real Sociedad,2,80,78,76,34,2018-01-27,20:45,21,2,8500A,9.1,12.2,15.3,1.2,1017.4,1025.9,2.5,14.7
Sevilla,1,80,80,79,26,Getafe,1,75,74,75,25,2018-01-28,12:00,21,1,5783,3.4,9.9,16.4,0.0,1022.3,1026.4,6.4,16.4
Barcelona,2,93,84,84,57,Alavés,1,77,75,74,16,2018-01-28,16:15,21,2,0076,8.2,12.0,15.7,0.0,1032.0,1037.0,3.1,7.2
Atlético de Madrid,3,85,82,83,29,Las Palmas,0,77,74,75,16,2018-01-28,18:30,21,2,3195,3.5,8.4,13.4,0.0,952.3,958.0,4.7,15.0
Leganés,3,74,75,74,18,Espanyol,2,79,78,76,16,2018-01-28,20:45,21,2,3195,3.5,8.4,13.4,0.0,952.3,958.0,4.7,15.0
Celta de Vigo,3,78,78,78,35,Betis,2,79,79,76,33,2018-01-29,21:00,21,2,1495,6.4,12.2,18.1,0.0,999.4,1004.1,0.8,9.7
Real Sociedad,5,80,78,76,36,Deportivo de La Coruña,0,79,77,77,24,2018-02-02,21:00,22,2,1014A,3.1,5.8,8.6,5.5,1011.6,1017.7,2.8,7.8
Alavés,2,77,75,74,17,Celta de Vigo,1,78,78,78,38,2018-02-03,13:00,22,2,9091R,0.8,3.2,5.6,4.0,952.9,958.0,3.6,9.2
Betis,2,79,79,76,35,Villarreal,1,79,79,80,32,2018-02-03,16:15,22,2,5783,1.1,8.1,15.1,0.2,1014.9,1020.0,1.9,7.2
Eibar,5,77,78,75,26,Sevilla,1,80,80,79,27,2018-02-03,18:30,22,2,1037Y,2.2,4.9,7.6,32.5,961.7,966.7,2.2,10.6
Levante,2,75,76,75,18,Real Madrid,2,86,86,86,46,2018-02-03,20:45,22,1,8414A,2.3,9.2,16.0,1.9,1004.8,1009.4,2.8,13.9
Espanyol,1,79,78,76,18,Barcelona,1,93,84,84,59,2018-02-04,12:00,22,1,0076,6.5,8.6,10.6,51.9,1009.6,1011.9,6.4,21.1
Atlético de Madrid,1,85,82,83,32,Valencia,0,80,80,80,42,2018-02-04,16:15,22,2,3195,1.5,3.6,5.8,17.3,929.9,935.1,3.6,10.8
Getafe,0,75,74,75,26,Leganés,0,74,75,74,21,2018-02-04,18:30,22,1,3195,1.5,3.6,5.8,17.3,929.9,935.1,3.6,10.8
Girona,2,79,76,75,29,Athletic Club,0,81,79,78,24,2018-02-04,20:45,22,2,0367,-0.2,3.6,7.5,24.1,994.5,997.4,1.4,8.3
Las Palmas,1,77,74,75,16,Málaga,0,75,75,75,14,2018-02-05,21:00,22,2,C659M,14.1,16.2,18.4,2.4,1009.6,1012.8,3.6,12.5
Athletic Club,0,81,79,78,24,Las Palmas,0,77,74,75,17,2018-02-09,21:00,23,1,1082,-0.5,4.2,8.9,5.8,1013.4,1021.9,2.8,19.7
Leganés,0,74,75,74,21,Eibar,1,77,78,75,31,2018-02-10,13:00,23,0,3195,2.3,5.7,9.1,0.0,942.2,944.8,2.2,10.8
Villarreal,1,79,79,80,33,Alavés,2,77,75,74,19,2018-02-10,16:15,23,0,8500A,5.6,9.4,13.1,0.0,1011.9,1014.8,2.2,12.5
Real Madrid,5,86,86,86,48,Real Sociedad,2,80,78,76,41,2018-02-10,18:30,23,2,3195,2.3,5.7,9.1,0.0,942.2,944.8,2.2,10.8
Málaga,0,75,75,75,14,Atlético de Madrid,1,85,82,83,33,2018-02-10,20:45,23,0,6156X,8.5,13.0,17.5,0.0,1013.8,1018.4,3.9,10.0
Valencia,3,80,80,80,42,Levante,1,75,76,75,20,2018-02-11,12:00,23,2,8414A,2.3,11.5,20.7,0.0,1007.7,1013.1,4.4,12.5
Celta de Vigo,2,78,78,78,39,Espanyol,2,79,78,76,19,2018-02-11,16:15,23,1,1495,5.0,8.2,11.4,9.2,991.2,994.5,3.6,10.3
Sevilla,1,80,80,79,28,Girona,0,79,76,75,31,2018-02-11,18:30,23,2,5783,2.5,10.0,17.5,0.0,1019.1,1023.0,2.2,10.8
Barcelona,0,93,84,84,60,Getafe,0,75,74,75,26,2018-02-11,20:45,23,1,0076,2.4,8.6,14.8,1.4,1012.8,1017.6,6.9,11.7
Deportivo de La Coruña,0,79,77,77,24,Betis,1,79,79,76,37,2018-02-12,21:00,23,0,1387,5.5,7.8,10.0,6.0,1011.1,1019.1,2.8,8.9
Girona,3,79,76,75,31,Leganés,0,74,75,74,21,2018-02-16,21:00,24,2,0367,3.3,9.5,15.7,0.1,1004.5,1008.3,0.6,3.6
Eibar,0,77,78,75,32,Barcelona,2,93,84,84,60,2018-02-17,13:00,24,0,1037Y,5.6,9.0,12.5,3.9,970.1,977.0,0.8,9.4
Málaga,1,75,75,75,14,Valencia,2,80,80,80,45,2018-02-17,16:15,24,0,6156X,10.7,16.6,22.4,0.0,1013.6,1017.7,2.5,8.6
Las Palmas,1,77,74,75,17,Sevilla,2,80,80,79,29,2018-02-17,18:30,24,0,C659M,16.3,18.3,20.3,0.0,1013.5,1016.5,1.9,6.9
Alavés,1,77,75,74,21,Deportivo de La Coruña,0,79,77,77,24,2018-02-17,20:45,24,2,9091R,2.8,7.1,11.4,1.5,961.3,967.9,2.5,10.8
Betis,3,79,79,76,38,Real Madrid,5,86,86,86,53,2018-02-18,12:00,24,0,5783,6.2,13.3,20.4,0.0,1014.4,1018.8,2.5,8.9
Real Sociedad,3,80,78,76,43,Levante,0,75,76,75,21,2018-02-18,16:15,24,2,1014A,6.5,9.4,12.3,23.4,1021.1,1028.0,4.4,13.9
Espanyol,1,79,78,76,21,Villarreal,1,79,79,80,34,2018-02-18,18:30,24,1,0076,7.0,11.1,15.2,0.0,1018.0,1022.4,4.2,9.2
Atlético de Madrid,2,85,82,83,34,Athletic Club,0,81,79,78,24,2018-02-18,20:45,24,2,3195,2.6,8.0,13.4,0.0,942.5,946.4,2.8,8.3
Getafe,3,75,74,75,26,Celta de Vigo,0,78,78,78,41,2018-02-19,21:00,24,2,3195,6.5,10.8,15.0,0.0,940.3,943.1,2.2,10.0
Deportivo de La Coruña,0,79,77,77,24,Espanyol,0,79,78,76,22,2018-02-23,21:00,25,1,1387,4.4,9.0,13.7,0.0,998.0,1002.5,3.1,7.2
Barcelona,6,93,84,84,62,Girona,1,79,76,75,34,2018-02-24,13:00,25,2,0076,2.3,7.4,12.6,0.0,1007.0,1009.9,4.4,9.7
Leganés,0,74,75,74,21,Las Palmas,0,77,74,75,18,2018-02-24,16:15,25,1,3195,-0.3,5.4,11.0,0.0,928.4,931.6,1.4,5.8
Real Madrid,4,86,86,86,58,Alavés,0,77,75,74,22,2018-02-24,18:30,25,2,3195,-0.3,5.4,11.0,0.0,928.4,931.6,1.4,5.8
Celta de Vigo,2,78,78,78,41,Eibar,0,77,78,75,32,2018-02-24,20:45,25,2,1495,1.7,8.2,14.6,0.0,974.4,978.9,3.1,7.8
Athletic Club,2,81,79,78,24,Málaga,1,75,75,75,15,2018-02-25,12:00,25,2,1082,-1.1,5.5,12.1,0.0,1008.4,1011.8,2.2,8.9
Sevilla,2,80,80,79,31,Atlético de Madrid,5,85,82,83,36,2018-02-25,16:15,25,0,5783,8.4,13.6,18.8,0.0,1006.2,1009.4,1.9,5.8
Villarreal,1,79,79,80,35,Getafe,0,75,74,75,29,2018-02-25,18:30,25,2,8500A,4.2,10.0,15.8,0.0,1003.2,1006.0,2.2,6.1
Valencia,2,80,80,80,47,Real Sociedad,1,80,78,76,46,2018-02-25,20:45,25,2,8414A,0.9,9.2,17.6,0.0,1001.2,1004.3,2.8,8.9
Levante,0,75,76,75,21,Betis,2,79,79,76,41,2018-02-26,21:00,25,0,8414A,1.6,8.4,15.2,0.0,996.6,1002.1,3.6,8.3
Espanyol,1,79,78,76,22,Real Madrid,0,86,86,86,62,2018-02-27,20:00,26,2,0076,1.7,3.4,5.1,3.7,1008.5,1010.3,2.5,13.3
Girona,1,79,76,75,35,Celta de Vigo,0,78,78,78,43,2018-02-27,21:30,26,2,0367,-1.3,2.1,5.5,0.0,992.1,995.0,2.5,11.7
Atlético de Madrid,4,85,82,83,41,Leganés,0,74,75,74,21,2018-02-28,19:30,26,2,3195,3.6,7.8,12.0,19.2,915.0,924.4,1.9,14.2
Getafe,3,75,74,75,29,Deportivo de La Coruña,0,79,77,77,24,2018-02-28,19:30,26,2,3195,3.6,7.8,12.0,19.2,915.0,924.4,1.9,14.2
Athletic Club,1,81,79,78,26,Valencia,1,80,80,80,49,2018-02-28,19:30,26,1,1082,-2.7,3.8,10.4,4.6,983.8,1002.6,2.8,12.5
Eibar,1,77,78,75,32,Villarreal,0,79,79,80,36,2018-02-28,21:30,26,2,1037Y,-3.5,3.2,10.0,8.4,939.3,954.8,0.6,12.8
Málaga,0,75,75,75,16,Sevilla,1,80,80,79,33,2018-02-28,21:30,26,0,6156X,13.5,15.0,16.6,33.5,993.4,1000.7,3.1,12.8
Alavés,1,77,75,74,22,Levante,0,75,76,75,21,2018-03-01,19:30,26,2,9091R,1.5,8.0,14.6,1.6,919.9,932.5,5.8,23.3
Betis,0,79,79,76,43,Real Sociedad,0,80,78,76,47,2018-03-01,21:00,26,1,5783,12.3,15.6,19.0,18.0,983.2,1000.4,10.3,25.3
Las Palmas,1,77,74,75,18,Barcelona,1,93,84,84,68,2018-03-01,21:30,26,1,C659M,18.9,21.7,24.5,0.0,1001.4,1009.1,1.9,17.5
Leganés,2,74,75,74,21,Málaga,0,75,75,75,16,2018-03-03,13:00,27,2,3129,5.3,9.4,13.4,13.8,929.7,935.0,3.6,13.6
Villarreal,0,79,79,80,36,Girona,2,79,76,75,36,2018-03-03,16:15,27,0,8500A,8.4,14.5,20.6,0.0,991.2,996.0,4.4,15.8
Deportivo de La Coruña,1,79,77,77,24,Eibar,1,77,78,75,33,2018-03-03,18:30,27,1,1387,8.0,11.2,14.5,1.0,981.4,985.4,6.1,18.9
Real Madrid,3,86,86,86,62,Getafe,1,75,74,75,32,2018-03-03,18:30,27,2,3129,5.3,9.4,13.4,13.8,929.7,935.0,3.6,13.6
Sevilla,2,80,80,79,34,Athletic Club,0,81,79,78,27,2018-03-03,20:45,27,2,5783,11.9,14.4,17.0,12.4,997.9,1002.1,5.8,15.3
Valencia,2,80,80,80,50,Betis,0,79,79,76,43,2018-03-04,12:00,27,2,8414A,8.4,12.8,17.2,1.4,989.9,992.8,2.8,12.5
Real Sociedad,2,80,78,76,47,Alavés,1,77,75,74,23,2018-03-04,16:15,27,2,1014A,9.5,13.0,16.6,1.6,991.1,996.6,2.8,11.7
Levante,1,75,76,75,21,Espanyol,1,79,78,76,23,2018-03-04,18:30,27,1,8414A,8.4,12.8,17.2,1.4,989.9,992.8,2.8,12.5
Barcelona,1,93,84,84,69,Atlético de Madrid,0,85,82,83,45,2018-03-04,20:45,27,2,0076,9.1,12.6,16.2,0.0,995.0,999.0,2.8,9.7
Celta de Vigo,2,78,78,78,43,Las Palmas,1,77,74,75,19,2018-03-05,21:00,27,2,1495,5.8,8.3,10.8,10.1,958.6,968.4,3.1,11.7
Girona,2,79,76,75,38,Deportivo de La Coruña,0,79,77,77,25,2018-03-09,21:00,28,2,0367,2.0,10.1,18.2,0.05,992.6,996.8,5.6,16.1
Eibar,1,77,78,75,34,Real Madrid,2,86,86,86,65,2018-03-10,13:00,28,0,1037Y,13.0,15.8,18.5,0.0,946.8,952.2,1.1,15.8
Sevilla,0,80,80,79,36,Valencia,2,80,80,80,52,2018-03-10,16:15,28,0,5783,11.5,15.2,18.9,10.5,1003.3,1007.4,7.8,18.9
Málaga,0,75,75,75,16,Barcelona,2,93,84,84,70,2018-03-10,18:30,28,0,6156X,14.7,17.4,20.1,7.0,1003.3,1009.2,1.4,10.0
Getafe,0,75,74,75,33,Levante,1,75,76,75,22,2018-03-10,20:45,28,0,3129,7.5,9.7,11.9,23.7,935.7,940.0,2.8,11.9
Las Palmas,0,77,74,75,20,Villarreal,2,79,79,80,36,2018-03-11,12:00,28,0,C659M,18.1,19.8,21.4,0.0,1018.4,1021.7,2.8,8.3
Espanyol,2,79,78,76,24,Real Sociedad,1,80,78,76,49,2018-03-11,16:15,28,2,0076,10.8,14.4,17.9,0.2,998.5,1002.3,6.9,16.4
Atlético de Madrid,3,85,82,83,45,Celta de Vigo,0,78,78,78,45,2018-03-11,18:30,28,2,3129,6.0,8.2,10.5,1.1,935.0,940.9,5.0,17.5
Athletic Club,2,81,79,78,27,Leganés,0,74,75,74,23,2018-03-11,20:45,28,2,1082,9.3,14.0,18.6,0.1,988.4,998.2,9.4,23.3
Alavés,1,77,75,74,24,Betis,3,79,79,76,43,2018-03-12,21:00,28,0,9091R,5.2,9.2,13.1,1.8,944.0,956.5,3.3,13.3
Levante,2,75,76,75,23,Eibar,1,77,78,75,35,2018-03-16,21:00,29,2,8414A,9.0,14.0,18.9,0.0,995.2,998.8,7.5,16.1
Real Sociedad,1,80,78,76,50,Getafe,2,75,74,75,33,2018-03-17,13:00,29,0,1014A,6.0,9.6,13.3,18.9,998.3,1001.3,4.4,12.5
Deportivo de La Coruña,1,79,77,77,25,Las Palmas,1,77,74,75,20,2018-03-17,16:15,29,1,1387,6.8,9.8,12.8,0.2,993.4,996.4,4.4,10.0
Valencia,3,80,80,80,54,Alavés,1,77,75,74,25,2018-03-17,18:30,29,2,8414A,7.6,11.0,14.4,0.2,989.7,998.7,5.6,15.0
Betis,3,79,79,76,46,Espanyol,0,79,78,76,26,2018-03-17,20:45,29,2,5783,7.7,11.7,15.7,19.9,997.1,1008.9,7.2,18.1
Barcelona,2,93,84,84,72,Athletic Club,0,81,79,78,29,2018-03-18,12:00,29,2,0076,5.4,10.2,15.0,0.0,996.5,1005.3,5.3,10.8
Leganés,2,74,75,74,23,Sevilla,1,80,80,79,36,2018-03-18,16:15,29,2,3129,4.0,8.4,12.8,0.0,933.3,942.7,3.3,10.3
Villarreal,2,79,79,80,38,Atlético de Madrid,1,85,82,83,48,2018-03-18,18:30,29,2,8500A,7.5,13.2,19.0,0.0,993.4,1003.3,2.2,9.7
Celta de Vigo,0,78,78,78,45,Málaga,0,75,75,75,16,2018-03-18,18:30,29,1,1495,4.7,8.2,11.6,15.9,973.7,982.2,4.2,10.8
Real Madrid,6,86,86,86,67,Girona,3,79,76,75,40,2018-03-18,20:45,29,2,3129,4.0,8.4,12.8,0.0,933.3,942.7,3.3,10.3
Athletic Club,1,81,79,78,29,Celta de Vigo,1,78,78,78,45,2018-03-31,13:00,30,1,1082,5.2,9.4,13.5,1.8,994.7,1013.5,9.2,21.1
Girona,1,79,76,75,43,Levante,1,75,76,75,25,2018-03-31,16:15,30,1,0367,3.4,9.9,16.4,0.05,982.0,998.6,2.5,12.5
Sevilla,2,80,80,79,37,Barcelona,2,93,84,84,74,2018-03-31,18:30,30,1,5783,8.5,14.2,19.9,0.0,1011.4,1016.6,3.3,9.2
Las Palmas,0,77,74,75,21,Real Madrid,3,86,86,86,73,2018-03-31,20:45,30,0,C659M,16.7,18.5,20.3,0.0,1013.4,1019.0,2.2,6.1
Espanyol,0,79,78,76,26,Alavés,0,77,75,74,26,2018-04-01,12:00,30,1,0076,7.5,12.2,17.0,0.0,1014.4,1018.5,4.7,9.2
Atlético de Madrid,1,85,82,83,49,Deportivo de La Coruña,0,79,77,77,26,2018-04-01,16:15,30,2,3195,5.4,11.4,17.5,0.0,933.9,940.8,1.4,7.5
Leganés,0,74,75,74,25,Valencia,1,80,80,80,57,2018-04-01,18:30,30,0,3195,5.4,11.4,17.5,0.0,933.9,940.8,1.4,7.5
Eibar,0,77,78,75,36,Real Sociedad,0,80,78,76,51,2018-04-01,18:30,30,1,1037Y,3.3,11.1,18.9,0.1,958.6,966.8,0.8,12.2
Málaga,1,75,75,75,16,Villarreal,0,79,79,80,40,2018-04-01,20:45,30,2,6156X,7.8,13.6,19.5,0.0,1006.3,1013.2,2.5,9.7
Getafe,0,75,74,75,35,Betis,1,79,79,76,49,2018-04-02,21:00,30,0,3195,9.4,14.4,19.4,5.3,928.8,933.9,3.3,11.7
Deportivo de La Coruña,3,79,77,77,26,Málaga,2,75,75,75,17,2018-04-06,21:00,31,2,1387,9.0,11.4,13.9,4.0,995.7,998.5,4.2,13.6
Celta de Vigo,4,78,78,78,46,Sevilla,0,80,80,79,39,2018-04-07,13:00,31,2,1495,7.5,10.6,13.7,12.2,973.1,978.4,4.2,10.8
Betis,2,79,79,76,50,Eibar,0,77,78,75,36,2018-04-07,16:15,31,2,5783,10.7,14.0,17.2,3.7,1005.2,1007.7,4.4,12.8
Barcelona,3,93,84,84,76,Leganés,1,74,75,74,25,2018-04-07,18:30,31,2,0076,13.6,15.7,17.8,4.2,1005.9,1012.8,10.8,17.5
Alavés,2,77,75,74,26,Getafe,0,75,74,75,35,2018-04-07,20:45,31,2,9091R,6.2,9.2,12.1,5.8,946.6,948.3,3.1,11.4
Valencia,1,80,80,80,58,Espanyol,0,79,78,76,26,2018-04-08,12:00,31,2,8414A,8.3,15.0,21.7,0.0,997.5,1001.8,6.7,17.5
Real Madrid,1,86,86,86,76,Atlético de Madrid,1,85,82,83,50,2018-04-08,16:15,31,1,3129,5.2,10.4,15.5,2.5,929.5,931.4,5.0,13.9
Real Sociedad,5,80,78,76,51,Girona,0,79,76,75,44,2018-04-08,18:30,31,2,1014A,10.6,12.8,14.9,5.4,1004.9,1007.1,2.5,6.7
Levante,2,75,76,75,26,Las Palmas,1,77,74,75,21,2018-04-08,20:45,31,2,8414A,8.3,15.0,21.7,0.0,997.5,1001.8,6.7,17.5
Villarreal,1,79,79,80,40,Athletic Club,3,81,79,78,30,2018-04-09,21:00,31,0,8500A,10.1,15.3,20.5,0.0,1000.7,1003.6,4.4,14.4
Girona,0,79,76,75,44,Betis,1,79,79,76,52,2018-04-13,21:00,32,0,0367,5.7,10.7,15.7,7.8,989.4,999.2,2.5,7.8
Barcelona,2,93,84,84,79,Valencia,1,80,80,80,59,2018-04-14,13:00,32,2,0076,12.8,13.9,15.0,8.1,1013.4,1016.6,4.2,14.4
Las Palmas,0,77,74,75,22,Real Sociedad,1,80,78,76,56,2018-04-14,16:15,32,0,C659M,17.0,18.8,20.7,0.0,1018.7,1021.5,3.1,7.5
Leganés,1,74,75,74,26,Celta de Vigo,0,78,78,78,50,2018-04-14,18:30,32,2,3129,5.2,10.8,16.5,0.2,935.4,939.5,1.9,10.3
Athletic Club,2,81,79,78,33,Deportivo de La Coruña,3,79,77,77,29,2018-04-14,18:30,32,0,1082,9.4,14.4,19.5,0.0,1009.3,1013.6,2.5,9.7
Sevilla,2,80,80,79,39,Villarreal,2,79,79,80,41,2018-04-14,20:45,32,1,5783,5.8,13.2,20.6,0.0,1010.9,1017.6,2.8,9.7
Atlético de Madrid,3,85,82,83,51,Levante,0,75,76,75,28,2018-04-15,12:00,32,2,3129,8.6,13.3,18.0,14.3,934.7,940.6,5.0,16.9
Getafe,1,75,74,75,35,Espanyol,0,79,78,76,26,2018-04-15,16:15,32,2,3129,8.6,13.3,18.0,14.3,934.7,940.6,5.0,16.9
Eibar,0,77,78,75,36,Alavés,1,77,75,74,28,2018-04-15,18:30,32,0,1037Y,7.6,12.4,17.2,6.5,963.1,965.3,1.9,10.6
Málaga,1,75,75,75,19,Real Madrid,2,86,86,86,77,2018-04-15,20:45,32,0,6156X,12.3,17.8,23.4,0.0,1011.3,1015.0,2.2,9.2
Villarreal,2,79,79,80,43,Leganés,1,74,75,74,27,2018-04-17,19:30,33,2,8500A,11.7,18.0,24.4,0.0,1015.7,1019.9,2.5,6.9
Deportivo de La Coruña,0,79,77,77,32,Sevilla,0,80,80,79,41,2018-04-17,21:00,33,1,1387,12.9,17.2,21.6,0.0,1010.0,1015.4,5.0,15.3
Celta de Vigo,2,78,78,78,50,Barcelona,2,93,84,84,81,2018-04-17,21:30,33,1,1495,10.4,15.4,20.3,0.0,989.8,992.9,4.7,14.4
Espanyol,0,79,78,76,26,Eibar,1,77,78,75,36,2018-04-18,19:30,33,0,0076,14.0,18.8,23.5,0.0,1023.4,1025.9,4.2,11.4
Valencia,1,80,80,80,60,Getafe,2,75,74,75,36,2018-04-18,19:30,33,0,8414A,9.4,17.2,25.1,0.0,1016.8,1018.4,2.8,8.9
Real Madrid,1,86,86,86,79,Athletic Club,1,81,79,78,35,2018-04-18,21:30,33,1,3129,12.2,18.4,24.7,0.0,944.5,947.0,3.1,8.3
