Equipo Local,Goles,Ataque,Medio,Defensa,Goles_Acumulados,Equipo Visitante,Goles.1,Ataque.1,Medio.1,Defensa.1,Goles_Acumulados.1,Día,Hora,Jornada,Resultado,cod_est,tmin,tmed,tmax,prec,presmin,presmax,velmedia,rachaviento
Granada,0,73,73,74,17,Celta de Vigo,2,77,76,76,26,2015-12-20,18:15,16,0,5530E,"-1,5","9,3","20,1","0,0","957,1","961,8","1,9","8,3"
Málaga,1,75,76,75,9,Atlético de Madrid,0,81,80,81,22,2015-12-20,20:30,16,2,6156X,"7,8","13,6","19,5","0,0","1017,8","1022,1","1,4","4,2"
Sporting de Gijón,1,73,74,73,15,Barcelona,3,91,85,82,36,2016-02-17,18:30,16,0,1207U,"-0,6","5,0","10,6","23,8",-,-,"1,7","9,7"
Levante,0,76,75,73,12,Málaga,1,75,76,75,10,2015-12-30,16:00,17,0,8414A,"3,8","12,2","20,5","0,0","1014,4","1023,9","3,6","10,8"
Real Madrid,3,86,86,83,33,Real Sociedad,1,77,77,76,17,2015-12-30,16:00,17,2,3195,"6,8","8,6","10,4","0,5","947,7","953,5","0,3","5,0"
Rayo Vallecano,0,75,75,74,16,Atlético de Madrid,2,81,80,81,22,2015-12-30,18:15,17,0,3195,"6,8","8,6","10,4","0,5","947,7","953,5","0,3","5,0"
Sevilla,2,79,80,80,21,Espanyol,0,76,75,74,16,2015-12-30,18:15,17,2,5783,"6,5","11,5","16,5",Ip,"1024,2","1028,5","1,1","4,7"
Eibar,2,74,73,72,19,Sporting de Gijón,0,73,74,73,16,2015-12-30,18:15,17,2,1050J,"10,2","13,2","16,3","4,4","1002,7","1012,2","5,6","23,9"
Barcelona,4,91,85,82,39,Betis,0,77,75,75,13,2015-12-30,20:30,17,2,0076,"8,1","12,8","17,4","0,0","1022,2","1029,6","4,4","8,9"
Celta de Vigo,0,77,76,76,28,Athletic Club,1,78,78,78,24,2015-12-30,20:30,17,0,1495,"7,9","11,0","14,1","31,0","985,0","996,0","5,6","20,6"
Getafe,0,73,75,74,18,Deportivo de La Coruña,0,79,74,74,25,2015-12-30,20:30,17,1,3195,"6,8","8,6","10,4","0,5","947,7","953,5","0,3","5,0"
Las Palmas,4,73,71,70,12,Granada,1,73,73,74,17,2015-12-30,21:00,17,2,C659M,"17,0","19,8","22,5","0,0","1019,7","1023,3","0,8","4,2"
Villarreal,1,79,79,79,21,Valencia,0,79,80,79,21,2015-12-31,16:00,17,2,8500A,"8,0","12,3","16,6","0,0","1017,8","1020,4","1,4","4,4"
Espanyol,0,76,75,74,16,Barcelona,0,91,85,82,43,2016-01-02,16:00,18,1,0076,"8,6","13,2","17,7","0,0","1014,0","1019,1","2,2","15,3"
Atlético de Madrid,1,81,80,81,24,Levante,0,76,75,73,12,2016-01-02,20:30,18,2,3195,"5,0","8,2","11,4","0,0","940,9","945,2","1,9","9,2"
Málaga,2,75,76,75,11,Celta de Vigo,0,77,76,76,28,2016-01-02,22:05,18,2,6156X,"11,1","15,2","19,4","0,0","1016,8","1019,6","2,8","11,1"
Rayo Vallecano,2,75,75,74,16,Real Sociedad,2,77,77,76,18,2016-01-03,12:00,18,1,3195,"4,7","8,3","11,9","0,4","932,7","944,1","2,5","10,3"
Betis,0,77,75,75,13,Eibar,4,74,73,72,21,2016-01-03,16:00,18,0,5783,"12,6","14,8","17,1","0,9","1014,4","1020,5","3,1","9,7"
Granada,2,73,73,74,18,Sevilla,1,79,80,80,23,2016-01-03,16:00,18,2,5530E,"9,6","11,7","13,8","1,9","952,3","956,8","0,8","7,2"
Deportivo de La Coruña,1,79,74,74,25,Villarreal,2,79,79,79,22,2016-01-03,18:15,18,0,1387,"12,3","14,0","15,6","12,0","996,9","1006,2","5,8","19,2"
Athletic Club,2,78,78,78,25,Las Palmas,2,73,71,70,16,2016-01-03,18:15,18,1,1082,"8,6","13,1","17,6","5,5","996,4","1012,8","6,7","20,6"
Valencia,2,79,80,79,21,Real Madrid,2,86,86,83,36,2016-01-03,20:30,18,1,8414A,"4,6","11,2","17,8","0,0","1001,1","1014,3","6,1","16,9"
Sporting de Gijón,1,73,74,73,16,Getafe,2,73,75,74,18,2016-01-04,20:30,18,0,1207U,"9,3","12,3","15,3","2,4",-,-,"2,2","13,1"
Barcelona,4,91,85,82,43,Granada,0,73,73,74,20,2016-01-09,16:00,19,2,0076,"13,1","16,2","19,3","0,0","1003,7","1008,0","3,6","9,2"
Getafe,1,73,75,74,20,Betis,0,77,75,75,13,2016-01-09,18:15,19,2,3195,"8,2","9,8","11,5","0,2","929,9","935,0","2,5","12,8"
Sevilla,2,79,80,80,24,Athletic Club,0,78,78,78,27,2016-01-09,18:15,19,2,5783,"13,5","15,2","17,0",Ip,"1006,9","1015,2","3,9","12,8"
Real Madrid,5,86,86,83,38,Deportivo de La Coruña,0,79,74,74,26,2016-01-09,20:30,19,2,3195,"8,2","9,8","11,5","0,2","929,9","935,0","2,5","12,8"
Levante,2,76,75,73,12,Rayo Vallecano,1,75,75,74,18,2016-01-09,22:05,19,2,8414A,"13,6","17,3","21,0","0,0","999,6","1005,7","6,4","16,9"
Villarreal,2,79,79,79,24,Sporting de Gijón,0,73,74,73,17,2016-01-10,12:00,19,2,8500A,"13,3","16,5","19,7","0,0","1000,5","1005,4","5,0","12,8"
Real Sociedad,2,77,77,76,20,Valencia,0,79,80,79,23,2016-01-10,16:00,19,2,1014A,"11,0","14,3","17,6","12,0","993,0","1004,1","1,9","14,4"
Eibar,2,74,73,72,25,Espanyol,1,76,75,74,16,2016-01-10,18:15,19,2,1050J,"9,2","12,8","16,5","12,3","980,9","990,4","1,9","20,0"
Las Palmas,1,73,71,70,18,Málaga,1,75,76,75,13,2016-01-10,18:15,19,1,C659M,"16,7","19,4","22,0","0,0","1011,7","1014,4","1,4","5,6"
Celta de Vigo,0,77,76,76,28,Atlético de Madrid,2,81,80,81,25,2016-01-10,20:30,19,0,1495,"9,0","10,8","12,6","42,3","967,2","974,3","5,6","18,9"
Sevilla,2,79,80,80,26,Málaga,1,75,76,75,14,2016-01-16,16:00,20,2,5783,"6,3","10,2","14,1","0,0","1024,3","1027,4","5,6","14,4"
Celta de Vigo,4,77,76,76,28,Levante,3,76,75,73,14,2016-01-16,18:15,20,2,1495,"1,3","7,2","13,0","0,1","998,4","1001,9","1,9","7,2"
Villarreal,0,79,79,79,26,Betis,0,77,75,75,13,2016-01-16,20:30,20,1,8500A,"6,5","10,0","13,4","0,0","1019,7","1023,7","3,1","11,4"
Real Sociedad,1,77,77,76,22,Deportivo de La Coruña,1,79,74,74,26,2016-01-16,22:05,20,1,1014A,"3,7","6,8","9,9",Ip,"1029,9","1033,7","0,6","11,7"
Valencia,2,79,80,79,23,Rayo Vallecano,2,75,75,74,19,2016-01-17,12:00,20,1,8414A,"-1,1","6,8","14,6","0,0","1012,1","1021,8","1,4","6,1"
Real Madrid,5,86,86,83,43,Sporting de Gijón,1,73,74,73,17,2016-01-17,16:00,20,2,3195,"-0,9","3,0","7,0","0,0","942,9","952,0","0,6","5,3"
Getafe,3,73,75,74,21,Espanyol,1,76,75,74,17,2016-01-17,18:15,20,2,3195,"-0,9","3,0","7,0","0,0","942,9","952,0","0,6","5,3"
Las Palmas,0,73,71,70,19,Atlético de Madrid,3,81,80,81,27,2016-01-17,18:15,20,0,C659M,"18,1","20,0","21,9","0,0","1012,9","1016,2","1,7","6,1"
Barcelona,6,91,85,82,47,Athletic Club,0,78,78,78,27,2016-01-17,20:30,20,2,0076,"1,4","6,7","12,0","0,0","1019,3","1026,5","3,1","11,4"
Eibar,5,74,73,72,27,Granada,1,73,73,74,20,2016-01-18,20:30,20,2,1050J,"6,5","7,6","8,8","10,5","999,7","1002,9","1,9","13,1"
Sporting de Gijón,5,73,74,73,18,Real Sociedad,1,77,77,76,23,2016-01-22,20:30,21,2,1207U,"10,2","14,1","18,0","1,6","1017,1","1026,9","0,8","4,4"
Málaga,1,75,76,75,15,Barcelona,2,91,85,82,53,2016-01-23,16:00,21,0,6156X,"10,1","15,2","20,4","0,0","1026,3","1029,0","2,5","6,9"
Espanyol,2,76,75,74,18,Villarreal,2,79,79,79,26,2016-01-23,18:15,21,1,0076,"8,5","12,8","17,0","0,0","1031,2","1034,6","4,4","9,2"
Granada,3,73,73,74,21,Getafe,2,73,75,74,24,2016-01-23,20:30,21,2,5530E,"3,4","12,6","21,9","0,0","963,5","966,4","1,4","6,7"
Rayo Vallecano,3,75,75,74,21,Celta de Vigo,0,77,76,76,32,2016-01-23,22:05,21,2,3195,"8,2","12,2","16,2","0,0","953,9","956,2","1,1","5,0"
Athletic Club,5,78,78,78,27,Eibar,2,74,73,72,32,2016-01-24,12:00,21,2,1082,"9,2","15,2","21,3","0,0","1021,1","1026,9","5,6","16,4"
Atlético de Madrid,0,81,80,81,30,Sevilla,0,79,80,80,28,2016-01-24,16:00,21,1,3195,"8,2","12,8","17,5","0,0","952,6","955,2","0,6","4,7"
Deportivo de La Coruña,1,79,74,74,27,Valencia,1,79,80,79,25,2016-01-24,18:15,21,1,1387,"12,9","16,7","20,5","0,4","1013,0","1021,7","3,3","16,1"
Betis,1,77,75,75,13,Real Madrid,1,86,86,83,48,2016-01-24,20:30,21,1,5783,"9,7","15,1","20,5","0,0","1025,6","1028,8","1,4","5,0"
Levante,3,76,75,73,17,Las Palmas,2,73,71,70,19,2016-01-25,20:30,21,2,8414A,"9,1","13,2","17,2","0,0","1022,8","1025,7","0,6","5,8"
Barcelona,2,91,85,82,55,Atlético de Madrid,1,81,80,81,30,2016-01-30,16:00,22,2,0076,"8,6","13,2","17,8","0,0","1027,9","1032,9","3,9","7,8"
Eibar,1,74,73,72,34,Málaga,2,75,76,75,16,2016-01-30,18:15,22,0,1050J,"2,2","7,3","12,4","0,0","1015,4","1018,6","1,7","7,2"
Getafe,0,73,75,74,26,Athletic Club,1,78,78,78,32,2016-01-30,18:15,22,0,3195,"4,2","8,6","12,9","0,0","954,0","956,2","1,1","6,9"
Villarreal,1,79,79,79,28,Granada,0,73,73,74,24,2016-01-30,20:30,22,2,8500A,"8,0","12,9","17,8","0,0","1024,4","1028,5","1,7","5,3"
Real Sociedad,2,77,77,76,24,Betis,1,77,75,75,14,2016-01-30,22:05,22,2,1014A,"3,8","9,1","14,4",Ip,"1028,1","1032,5","1,9","7,8"
Sevilla,3,79,80,80,28,Levante,1,76,75,73,20,2016-01-31,12:00,22,2,5783,"6,6","12,4","18,1","0,0","1028,8","1032,8","2,2","7,8"
Valencia,0,79,80,79,26,Sporting de Gijón,1,73,74,73,23,2016-01-31,16:00,22,0,8414A,"6,4","14,1","21,8","0,0","1020,4","1023,6","5,3","11,4"
Las Palmas,2,73,71,70,21,Celta de Vigo,1,77,76,76,32,2016-01-31,18:15,22,2,C659M,"18,1","19,4","20,8","0,0","1019,0","1022,9","1,9","6,7"
Real Madrid,6,86,86,83,49,Espanyol,0,76,75,74,20,2016-01-31,20:30,22,2,3195,"7,0","10,9","14,8","0,0","953,9","956,4","0,3","8,1"
Deportivo de La Coruña,2,79,74,74,28,Rayo Vallecano,2,75,75,74,24,2016-02-01,20:30,22,1,1387,"12,0","12,8","13,5","0,0","1024,8","1028,5","2,2","5,8"
Málaga,3,75,76,75,18,Getafe,0,73,75,74,26,2016-02-05,20:30,23,2,6156X,"11,5","15,6","19,7","0,0","1020,0","1025,1","1,7","8,3"
Atlético de Madrid,3,81,80,81,31,Eibar,1,74,73,72,35,2016-02-06,16:00,23,2,3195,"2,5","7,0","11,5","13,8","935,5","946,4","1,4","13,3"
Rayo Vallecano,2,75,75,74,26,Las Palmas,0,73,71,70,23,2016-02-06,18:15,23,2,3195,"2,5","7,0","11,5","13,8","935,5","946,4","1,4","13,3"
Athletic Club,0,78,78,78,33,Villarreal,0,79,79,79,29,2016-02-06,20:30,23,1,1082,"7,2","12,4","17,6","12,5","1000,3","1016,7","6,9","21,7"
Sporting de Gijón,1,73,74,73,24,Deportivo de La Coruña,1,79,74,74,30,2016-02-06,22:05,23,1,1207U,"0,6","9,2","17,7","6,4",-,-,"4,2","21,1"
Levante,0,76,75,73,21,Barcelona,2,91,85,82,57,2016-02-07,12:00,23,0,8414A,"8,6","13,0","17,3","0,0","1001,7","1016,9","8,9","20,0"
Betis,1,77,75,75,15,Valencia,0,79,80,79,26,2016-02-07,16:00,23,2,5783,"9,2","13,8","18,5","0,0","1016,2","1026,3","3,3","11,4"
Celta de Vigo,1,77,76,76,33,Sevilla,1,79,80,80,31,2016-02-07,18:15,23,1,1495,"7,0","9,7","12,4","4,1","984,0","993,6","3,6","11,7"
Granada,1,73,73,74,24,Real Madrid,2,86,86,83,55,2016-02-07,20:30,23,0,5530E,"2,7","9,2","15,6","0,4","952,2","962,6","5,6","15,0"
Espanyol,0,76,75,74,20,Real Sociedad,5,77,77,76,26,2016-02-08,20:30,23,0,0076,"6,1","11,8","17,4","0,0","1019,5","1022,6","3,6","12,5"
Sporting de Gijón,2,73,74,73,25,Rayo Vallecano,2,75,75,74,28,2016-02-12,20:30,24,1,1207U,"11,9","14,2","16,4","13,6",-,-,"2,2","10,8"
Real Madrid,4,86,86,83,57,Athletic Club,2,78,78,78,33,2016-02-13,16:00,24,2,3195,"11,6","12,7","13,8","2,3","928,3","934,4","4,4","15,3"
Villarreal,1,79,79,79,29,Málaga,0,75,76,75,21,2016-02-13,18:15,24,2,8500A,"17,2","21,2","25,2","0,0","993,5","999,9","5,3","13,6"
Valencia,2,79,80,79,26,Espanyol,1,76,75,74,20,2016-02-13,20:30,24,2,8414A,"17,8","20,4","23,0","0,0","993,6","999,9","9,2","21,7"
Deportivo de La Coruña,2,79,74,74,31,Betis,2,77,75,75,16,2016-02-13,22:05,24,1,1387,"10,8","12,8","14,7","11,0","992,1","999,8","7,8","22,8"
Real Sociedad,3,77,77,76,31,Granada,0,73,73,74,25,2016-02-14,12:00,24,2,1014A,"4,8","9,2","13,7","56,5","995,4","1004,6","4,4","21,7"
Sevilla,2,79,80,80,32,Las Palmas,0,73,71,70,23,2016-02-14,16:00,24,2,5783,"7,0","12,2","17,3",Ip,"1007,2","1014,0","9,2","24,2"
Getafe,0,73,75,74,26,Atlético de Madrid,1,81,80,81,34,2016-02-14,18:15,24,0,3195,"4,4","8,2","12,0","2,4","924,4","930,6","3,6","17,8"
Eibar,2,74,73,72,36,Levante,0,76,75,73,21,2016-02-14,18:15,24,2,1050J,"4,6","7,6","10,5","44,3","982,8","991,3","1,1","20,0"
Barcelona,6,91,85,82,59,Celta de Vigo,1,77,76,76,34,2016-02-14,20:30,24,2,0076,"8,7","13,8","18,9","2,4","993,8","999,0","4,2","13,9"
Levante,3,76,75,73,21,Getafe,0,73,75,74,26,2016-02-19,20:30,25,2,8414A,"3,6","9,2","14,7","0,0","1014,7","1022,5","1,7","7,2"
Las Palmas,1,73,71,70,23,Barcelona,2,91,85,82,65,2016-02-20,16:00,25,0,C659M,"14,4","16,6","18,7","5,0","1008,8","1011,2","3,6","12,5"
Espanyol,1,76,75,74,21,Deportivo de La Coruña,0,79,74,74,33,2016-02-20,18:15,25,2,0076,"2,9","8,8","14,6","0,0","1028,6","1032,5","5,3","10,8"
Betis,1,77,75,75,18,Sporting de Gijón,1,73,74,73,27,2016-02-20,20:30,25,1,5783,"5,9","13,0","20,2","0,0","1017,9","1022,6","5,8","12,5"
Celta de Vigo,3,77,76,76,35,Eibar,2,74,73,72,38,2016-02-20,22:05,25,2,1495,"5,1","11,6","18,0","0,0","996,6","1001,0","1,9","7,2"
Rayo Vallecano,2,75,75,74,30,Sevilla,2,79,80,80,34,2016-02-21,12:00,25,1,3195,"4,2","9,0","13,7","0,0","945,4","951,2","1,4","6,4"
Málaga,1,75,76,75,21,Real Madrid,1,86,86,83,61,2016-02-21,16:00,25,1,6156X,"12,5","15,6","18,7","0,0","1015,5","1019,9","2,2","8,3"
Athletic Club,0,78,78,78,35,Real Sociedad,1,77,77,76,34,2016-02-21,18:15,25,0,1082,"3,5","12,2","20,9","0,0","1016,5","1026,6","1,4","9,2"
Granada,1,73,73,74,25,Valencia,2,79,80,79,28,2016-02-21,18:15,25,0,5530E,"4,8","13,1","21,4","0,0","953,5","958,3","1,7","9,2"
Atlético de Madrid,0,81,80,81,35,Villarreal,0,79,79,79,30,2016-02-21,20:30,25,1,3195,"4,2","9,0","13,7","0,0","945,4","951,2","1,4","6,4"
Eibar,0,74,73,72,40,Las Palmas,1,73,71,70,24,2016-02-26,20:30,26,0,1050J,"2,4","8,2","14,0","40,5","980,2","1002,9","1,1","13,6"
Real Madrid,0,86,86,83,62,Atlético de Madrid,1,81,80,81,35,2016-02-27,16:00,26,0,3195,"2,6","5,4","8,2","0,0","917,7","922,4","4,2","17,8"
Sporting de Gijón,2,73,74,73,28,Espanyol,4,76,75,74,22,2016-02-27,18:15,26,0,1207U,"4,7","7,4","10,1","8,6",-,-,"3,6","15,3"
Getafe,0,73,75,74,26,Celta de Vigo,1,77,76,76,38,2016-02-27,18:15,26,0,3195,"2,6","5,4","8,2","0,0","917,7","922,4","4,2","17,8"
Betis,2,77,75,75,19,Rayo Vallecano,2,75,75,74,32,2016-02-27,20:30,26,1,5783,"6,3","9,8","13,2","0,0","1000,9","1004,3","6,1","13,3"
Real Sociedad,1,77,77,76,35,Málaga,1,75,76,75,22,2016-02-27,22:05,26,1,1014A,"5,2","7,7","10,2","30,2","989,2","999,0","8,3","19,7"
Villarreal,3,79,79,79,30,Levante,0,76,75,73,24,2016-02-28,12:00,26,2,8500A,"7,5","11,9","16,3","0,0","988,5","1001,3","3,3","13,3"
Valencia,0,79,80,79,30,Athletic Club,3,78,78,78,35,2016-02-28,16:00,26,0,8414A,"7,2","11,7","16,2","0,1","987,6","1000,3","2,5","15,3"
Deportivo de La Coruña,0,79,74,74,33,Granada,1,73,73,74,26,2016-02-28,18:15,26,0,1387,"8,2","9,4","10,6","1,2","1003,6","1015,6","8,6","17,5"
Barcelona,2,91,85,82,67,Sevilla,1,79,80,80,36,2016-02-28,20:30,26,2,0076,"7,0","10,8","14,7","0,2","991,8","1002,9","7,8","14,4"
Atlético de Madrid,3,81,80,81,36,Real Sociedad,0,77,77,76,36,2016-03-01,21:00,27,2,3195,"1,6","9,1","16,6","0,0","947,5","949,0","0,6","4,7"
Las Palmas,4,73,71,70,25,Getafe,0,73,75,74,26,2016-03-01,22:00,27,2,C659M,,,,,,,,
Athletic Club,4,78,78,78,38,Deportivo de La Coruña,1,79,74,74,33,2016-03-02,20:00,27,2,1082,"6,6","10,0","13,3","7,9","1018,3","1021,7","4,2","18,1"
Sevilla,1,79,80,80,37,Eibar,0,74,73,72,40,2016-03-02,20:00,27,2,5783,"4,3","13,0","21,6","0,0","1018,9","1024,9","1,7","7,8"
Celta de Vigo,0,77,76,76,39,Villarreal,0,79,79,79,33,2016-03-02,20:00,27,1,1495,"8,3","11,2","14,0","4,1","997,0","999,9","3,1","8,9"
Málaga,1,75,76,75,23,Valencia,2,79,80,79,30,2016-03-02,20:00,27,0,6156X,"12,4","18,4","24,3","0,0","1015,0","1020,6","3,1","10,8"
Levante,1,76,75,73,24,Real Madrid,3,86,86,83,62,2016-03-02,21:00,27,0,8414A,"6,2","16,2","26,3","0,0","1006,9","1015,7","6,7","13,3"
Granada,2,73,73,74,27,Sporting de Gijón,0,73,74,73,30,2016-03-03,20:00,27,2,5530E,"0,3","10,6","21,0","0,0","949,5","955,7","2,2","8,3"
Espanyol,0,76,75,74,26,Betis,3,77,75,75,21,2016-03-03,20:30,27,0,0076,"8,8","13,9","19,0","0,0","1009,6","1014,1","6,9","13,9"
Rayo Vallecano,1,75,75,74,34,Barcelona,5,91,85,82,69,2016-03-03,21:00,27,0,3195,"4,8","10,2","15,5","0,0","939,2","943,3","1,9","7,8"
Real Madrid,7,86,86,83,65,Celta de Vigo,1,77,76,76,39,2016-03-05,16:00,28,2,3195,"2,8","6,8","10,8",Ip,"929,0","934,4","2,2","12,5"
Villarreal,0,79,79,79,33,Las Palmas,1,73,71,70,29,2016-03-05,18:15,28,0,8500A,"10,4","14,4","18,5","0,0","994,8","1003,6","3,3","16,4"
Getafe,1,73,75,74,26,Sevilla,1,79,80,80,38,2016-03-05,20:30,28,1,3195,"2,8","6,8","10,8",Ip,"929,0","934,4","2,2","12,5"
Deportivo de La Coruña,3,79,74,74,34,Málaga,3,75,76,75,24,2016-03-05,22:00,28,1,1387,"7,7","9,6","11,4","9,8","1002,9","1011,4","5,6","16,1"
Betis,2,77,75,75,24,Granada,0,73,73,74,29,2016-03-06,12:00,28,2,5783,"5,1","11,6","18,0","0,0","1012,3","1015,2","3,3","10,8"
Eibar,0,74,73,72,40,Barcelona,4,91,85,82,74,2016-03-06,16:00,28,0,1050J,"1,6","4,8","8,1","14,8","993,5","1000,5","2,8","9,4"
Real Sociedad,1,77,77,76,36,Levante,1,76,75,73,25,2016-03-06,18:15,28,1,1014A,"5,5","7,8","10,2","20,9","1007,4","1014,1","3,9","12,8"
Sporting de Gijón,0,73,74,73,30,Athletic Club,2,78,78,78,42,2016-03-06,18:15,28,0,1207U,"5,6","8,4","11,2","15,0","1004,2","1014,7","2,8","9,7"
Valencia,1,79,80,79,32,Atlético de Madrid,3,81,80,81,39,2016-03-06,20:30,28,0,8414A,"5,9","11,4","16,9","0,0","1001,2","1005,2","3,9","16,1"
Espanyol,2,76,75,74,26,Rayo Vallecano,1,75,75,74,35,2016-03-07,20:30,28,2,0076,"6,5","10,2","13,8","0,0","1004,1","1009,7","3,6","8,3"
Málaga,1,75,76,75,27,Sporting de Gijón,0,73,74,73,30,2016-03-11,20:30,29,2,6156X,"8,4","14,4","20,4","0,0","1011,4","1016,4","2,5","9,4"
Barcelona,6,91,85,82,78,Getafe,0,73,75,74,27,2016-03-12,16:00,29,2,0076,"6,3","10,6","14,9","0,0","1019,1","1021,0","3,9","9,2"
Celta de Vigo,1,77,76,76,40,Real Sociedad,0,77,77,76,37,2016-03-12,18:15,29,2,1495,"3,2","10,2","17,3","0,0","991,7","993,8","2,5","9,2"
Atlético de Madrid,3,81,80,81,42,Deportivo de La Coruña,0,79,74,74,37,2016-03-12,20:30,29,2,3195,"1,5","7,6","13,7","0,0","941,9","944,8","1,1","5,8"
Rayo Vallecano,1,75,75,74,36,Eibar,1,74,73,72,40,2016-03-12,22:00,29,1,3195,"1,5","7,6","13,7","0,0","941,9","944,8","1,1","5,8"
Levante,1,76,75,73,26,Valencia,0,79,80,79,33,2016-03-13,12:00,29,2,8414A,"2,2","9,0","15,7","0,0","1009,1","1014,3","3,6","9,7"
Sevilla,4,79,80,80,39,Villarreal,2,79,79,79,33,2016-03-13,16:00,29,2,5783,"3,9","12,8","21,6","0,0","1011,7","1017,0","2,8","8,3"
Athletic Club,3,78,78,78,44,Betis,1,77,75,75,26,2016-03-13,18:15,29,2,1082,"5,3","9,2","13,2","0,0","1016,9","1022,8","1,9","9,2"
Las Palmas,1,73,71,70,30,Real Madrid,2,86,86,83,72,2016-03-13,20:30,29,0,C659M,"16,6","18,4","20,3","0,0","1008,4","1011,6","1,4","5,3"
Granada,1,73,73,74,29,Espanyol,1,76,75,74,28,2016-03-14,20:30,29,1,5530E,"-0,8","9,4","19,7","0,0","948,0","951,6","2,8","8,3"
Getafe,1,73,75,74,27,Eibar,1,74,73,72,41,2016-03-18,20:30,30,1,3195,"4,6","9,3","14,0","18,4","935,7","939,2","2,2","8,9"
Sporting de Gijón,2,73,74,73,30,Atlético de Madrid,1,81,80,81,45,2016-03-19,16:00,30,2,1207U,"5,7","10,9","16,1","9,4","1007,6","1010,6","2,5","8,1"
Real Sociedad,0,77,77,76,37,Las Palmas,1,73,71,70,31,2016-03-19,18:15,30,0,1014A,"8,8","10,9","13,0","6,2","1011,8","1014,6","0,6","5,8"
Granada,2,73,73,74,30,Rayo Vallecano,2,75,75,74,37,2016-03-19,18:15,30,1,5530E,"6,8","10,6","14,4","5,2","947,0","949,3","2,2","8,3"
Deportivo de La Coruña,2,79,74,74,37,Levante,1,76,75,73,27,2016-03-19,20:30,30,2,1387,"9,2","12,2","15,2","3,6","1002,7","1006,6","3,3","8,6"
Betis,0,77,75,75,27,Málaga,1,75,76,75,28,2016-03-19,22:05,30,0,5783,"10,2","14,6","19,0","6,2","1009,3","1011,9","3,6","10,3"
Espanyol,2,76,75,74,29,Athletic Club,1,78,78,78,47,2016-03-20,12:00,30,2,0076,"9,5","12,8","16,2","2,5","1012,9","1015,3","3,6","10,8"
Villarreal,2,79,79,79,35,Barcelona,2,91,85,82,84,2016-03-20,16:00,30,1,8500A,"8,8","12,8","16,7","0,0","1007,4","1009,8","2,8","7,2"
Valencia,0,79,80,79,33,Celta de Vigo,2,77,76,76,41,2016-03-20,18:15,30,0,8414A,"6,0","11,7","17,4",Ip,"1004,9","1007,4","3,6","9,2"
Real Madrid,4,86,86,83,74,Sevilla,0,79,80,80,43,2016-03-20,20:30,30,2,3195,"4,5","9,1","13,7","0,1","934,9","937,1","0,6","10,0"
Rayo Vallecano,2,75,75,74,39,Getafe,0,73,75,74,28,2016-04-01,20:30,31,2,3195,"4,5","9,4","14,4","0,0","936,3","942,4","2,5","9,2"
Atlético de Madrid,5,81,80,81,46,Betis,1,77,75,75,27,2016-04-02,16:00,31,2,3195,"3,5","10,3","17,1","0,0","933,2","936,8","2,5","8,3"
Las Palmas,2,73,71,70,32,Valencia,1,79,80,79,33,2016-04-02,18:15,31,2,C659M,"16,6","18,3","20,0","0,0","1006,4","1009,6","3,3","8,6"
Barcelona,1,91,85,82,86,Real Madrid,2,86,86,83,78,2016-04-02,20:30,31,0,0076,"10,1","13,8","17,5","0,0","1011,1","1014,2","3,6","8,3"
Celta de Vigo,1,77,76,76,43,Deportivo de La Coruña,1,79,74,74,39,2016-04-02,22:05,31,1,1495,"5,9","8,6","11,4","22,1","975,0","983,5","5,3","12,8"
Athletic Club,1,78,78,78,48,Granada,1,73,73,74,32,2016-04-03,12:00,31,1,1082,"12,6","15,1","17,6","0,1","1000,8","1004,2","4,2","15,0"
Málaga,1,75,76,75,29,Espanyol,1,76,75,74,31,2016-04-03,16:00,31,1,6156X,"9,9","15,0","20,2","0,0","1006,3","1010,0","2,5","7,8"
Eibar,1,74,73,72,42,Villarreal,2,79,79,79,37,2016-04-03,18:15,31,0,1050J,"8,5","13,2","17,9","0,3","991,9","995,0","2,2","12,5"
Sevilla,1,79,80,80,43,Real Sociedad,2,77,77,76,37,2016-04-03,20:30,31,0,5783,"8,5","13,9","19,3","4,0","1009,1","1012,2","3,3","10,8"
Levante,0,76,75,73,28,Sporting de Gijón,0,73,74,73,32,2016-04-04,20:30,31,1,8414A,"12,5","15,8","19,0","9,1","993,7","1004,7","1,7","9,2"
Granada,0,73,73,74,33,Málaga,0,75,76,75,30,2016-04-08,20:30,32,1,5530E,"5,3","11,5","17,7","0,0","945,4","951,7","3,3","14,4"
Real Madrid,4,86,86,83,80,Eibar,0,74,73,72,43,2016-04-09,16:00,32,2,3195,"5,3","12,0","18,8","0,0","931,6","938,2","1,9","8,9"
Espanyol,1,76,75,74,32,Atlético de Madrid,3,81,80,81,51,2016-04-09,18:15,32,0,0076,"8,6","13,2","17,7","0,0","1007,7","1010,6","7,5","15,0"
Real Sociedad,1,77,77,76,39,Barcelona,0,91,85,82,87,2016-04-09,20:30,32,2,1014A,"8,5","11,0","13,6","5,8","1005,9","1016,0","1,9","9,2"
Betis,1,77,75,75,28,Levante,0,76,75,73,28,2016-04-09,22:05,32,2,5783,"6,6","15,0","23,3","0,0","1008,1","1014,6","3,1","9,2"
Sporting de Gijón,0,73,74,73,32,Celta de Vigo,1,77,76,76,44,2016-04-10,12:00,32,0,1207U,"3,1","10,5","17,9","0,4","990,6","1001,4","2,8","14,2"
